amount,merchantName,transactionType,paymentMethod,deviceType,location,currency,hourOfDay,isWeekend,fraud
10180,Myntra,Deposit,Debit Card,Tablet,Delhi,INR,1,1,0
48975,Swiggy,Withdrawal,Credit Card,Desktop,Mumbai,INR,17,0,1
33351,Zomato,Withdrawal,Net Banking,Tablet,Hyderabad,INR,17,1,1
47055,Amazon India,Withdrawal,Debit Card,Tablet,Chennai,INR,7,1,0
34039,Myntra,Deposit,UPI,Mobile,Delhi,INR,2,1,1
33713,Reliance Digital,Withdrawal,Credit Card,Desktop,Chennai,INR,22,0,1
2582,Swiggy,Purchase,Wallet,Tablet,Bangalore,INR,13,1,0
7392,Swiggy,Withdrawal,Wallet,Tablet,Chennai,INR,17,0,0
12098,Amazon India,Deposit,Net Banking,Tablet,Delhi,INR,14,1,0
35569,Swiggy,Deposit,Wallet,Desktop,Hyderabad,INR,6,0,1
1121,Flipkart,Deposit,Wallet,Tablet,Chennai,INR,5,0,0
44419,Reliance Digital,Transfer,Debit Card,Mobile,Hyderabad,INR,9,1,1
28161,Zomato,Withdrawal,UPI,Desktop,Chennai,INR,17,0,0
14799,Swiggy,Purchase,Credit Card,Tablet,Bangalore,INR,15,0,0
30983,Myntra,Purchase,Wallet,Tablet,Mumbai,INR,13,0,0
27794,Amazon India,Withdrawal,Credit Card,Mobile,Bangalore,INR,10,1,0
26778,Reliance Digital,Deposit,Net Banking,Tablet,Delhi,INR,11,0,0
42817,Amazon India,Withdrawal,Credit Card,Tablet,Delhi,INR,5,0,1
39172,Reliance Digital,Deposit,Credit Card,Tablet,Hyderabad,INR,12,0,0
29708,Zomato,Withdrawal,Wallet,Desktop,Hyderabad,INR,12,1,0
19295,Swiggy,Deposit,Wallet,Mobile,Bangalore,INR,19,0,0
6240,Zomato,Deposit,Debit Card,Desktop,Delhi,INR,4,0,0
44461,Swiggy,Withdrawal,Net Banking,Mobile,Mumbai,INR,6,0,0
36406,Swiggy,Deposit,Credit Card,Mobile,Delhi,INR,11,1,1
49643,Flipkart,Purchase,Wallet,Desktop,Mumbai,INR,16,1,1
2733,Amazon India,Deposit,Wallet,Tablet,Hyderabad,INR,2,1,1
40550,Swiggy,Purchase,UPI,Mobile,Delhi,INR,3,0,1
3411,Swiggy,Withdrawal,UPI,Tablet,Delhi,INR,9,0,0
34196,Flipkart,Transfer,Credit Card,Tablet,Delhi,INR,18,0,1
27288,Zomato,Transfer,Credit Card,Desktop,Delhi,INR,4,0,1
47525,Myntra,Withdrawal,Wallet,Tablet,Chennai,INR,14,1,0
21355,Swiggy,Deposit,Net Banking,Tablet,Mumbai,INR,16,1,0
36876,Flipkart,Withdrawal,Wallet,Desktop,Bangalore,INR,1,1,1
2821,Myntra,Withdrawal,Wallet,Mobile,Hyderabad,INR,7,0,0
3972,Myntra,Transfer,UPI,Desktop,Hyderabad,INR,1,1,1
28856,Reliance Digital,Withdrawal,Credit Card,Mobile,Bangalore,INR,7,0,0
6943,Zomato,Purchase,Credit Card,Mobile,Delhi,INR,14,1,0
13201,Flipkart,Transfer,Debit Card,Desktop,Delhi,INR,22,0,0
5020,Myntra,Transfer,Wallet,Tablet,Bangalore,INR,5,0,0
16922,Reliance Digital,Withdrawal,Wallet,Tablet,Delhi,INR,2,0,0
40849,Swiggy,Transfer,Wallet,Tablet,Chennai,INR,20,0,0
38159,Reliance Digital,Deposit,Credit Card,Tablet,Chennai,INR,15,0,1
43187,Swiggy,Transfer,Debit Card,Tablet,Bangalore,INR,18,1,0
2810,Zomato,Transfer,Wallet,Desktop,Chennai,INR,0,1,1
44266,Amazon India,Deposit,UPI,Mobile,Hyderabad,INR,16,1,0
37202,Swiggy,Deposit,Net Banking,Mobile,Bangalore,INR,10,0,0
39179,Reliance Digital,Withdrawal,Net Banking,Tablet,Mumbai,INR,19,1,1
47586,Myntra,Deposit,Debit Card,Tablet,Chennai,INR,2,0,1
34589,Swiggy,Transfer,UPI,Desktop,Delhi,INR,5,0,1
777,Zomato,Transfer,Net Banking,Tablet,Mumbai,INR,17,0,0
13962,Zomato,Withdrawal,Credit Card,Tablet,Mumbai,INR,1,0,0
26172,Swiggy,Deposit,UPI,Tablet,Bangalore,INR,11,1,0
13047,Myntra,Purchase,Wallet,Mobile,Hyderabad,INR,13,0,0
14137,Swiggy,Withdrawal,Net Banking,Mobile,Mumbai,INR,8,0,0
25229,Myntra,Withdrawal,Wallet,Desktop,Bangalore,INR,12,0,0
40930,Zomato,Transfer,Wallet,Desktop,Delhi,INR,5,0,1
40684,Amazon India,Withdrawal,Debit Card,Desktop,Chennai,INR,3,1,1
4014,Zomato,Purchase,UPI,Tablet,Bangalore,INR,9,0,0
13536,Reliance Digital,Transfer,Net Banking,Tablet,Delhi,INR,2,1,1
15282,Flipkart,Purchase,Debit Card,Desktop,Hyderabad,INR,1,1,0
41656,Flipkart,Deposit,Net Banking,Mobile,Hyderabad,INR,9,0,0
42719,Zomato,Withdrawal,UPI,Tablet,Bangalore,INR,23,1,0
3073,Amazon India,Deposit,UPI,Desktop,Mumbai,INR,14,1,0
9753,Myntra,Withdrawal,Wallet,Desktop,Bangalore,INR,23,1,0
12717,Flipkart,Withdrawal,Net Banking,Tablet,Chennai,INR,2,1,1
35542,Amazon India,Transfer,Wallet,Tablet,Mumbai,INR,23,0,0
6792,Swiggy,Purchase,Debit Card,Desktop,Delhi,INR,9,0,0
12648,Amazon India,Withdrawal,Wallet,Mobile,Bangalore,INR,5,1,0
10313,Flipkart,Deposit,Debit Card,Tablet,Mumbai,INR,19,1,0
37506,Amazon India,Deposit,Net Banking,Desktop,Bangalore,INR,12,1,1
13315,Myntra,Withdrawal,Net Banking,Mobile,Mumbai,INR,13,1,0
7792,Myntra,Transfer,UPI,Desktop,Delhi,INR,9,0,1
36158,Amazon India,Withdrawal,UPI,Desktop,Delhi,INR,4,0,1
19561,Swiggy,Transfer,Wallet,Tablet,Chennai,INR,23,1,1
17473,Swiggy,Purchase,Debit Card,Mobile,Delhi,INR,0,0,0
46379,Reliance Digital,Transfer,Debit Card,Mobile,Hyderabad,INR,3,1,1
45822,Amazon India,Deposit,Net Banking,Tablet,Mumbai,INR,12,0,0
48883,Myntra,Purchase,Net Banking,Desktop,Bangalore,INR,8,0,0
40281,Amazon India,Withdrawal,Credit Card,Tablet,Delhi,INR,16,0,1
30733,Flipkart,Withdrawal,Credit Card,Tablet,Bangalore,INR,19,0,0
40620,Zomato,Deposit,Credit Card,Desktop,Bangalore,INR,12,0,1
45621,Flipkart,Deposit,Debit Card,Tablet,Chennai,INR,15,1,1
12075,Flipkart,Transfer,Net Banking,Mobile,Bangalore,INR,8,0,0
27021,Reliance Digital,Transfer,UPI,Mobile,Hyderabad,INR,11,1,0
39521,Zomato,Withdrawal,UPI,Mobile,Hyderabad,INR,20,1,1
9149,Amazon India,Transfer,Credit Card,Mobile,Bangalore,INR,0,1,1
44682,Zomato,Purchase,Credit Card,Mobile,Hyderabad,INR,19,0,1
38908,Zomato,Purchase,Debit Card,Desktop,Bangalore,INR,3,0,1
19121,Swiggy,Purchase,Wallet,Desktop,Bangalore,INR,23,0,0
25556,Reliance Digital,Deposit,UPI,Tablet,Mumbai,INR,6,0,0
45799,Myntra,Deposit,Debit Card,Desktop,Delhi,INR,0,0,1
34411,Zomato,Withdrawal,Net Banking,Mobile,Hyderabad,INR,23,1,0
37628,Myntra,Withdrawal,Credit Card,Mobile,Bangalore,INR,11,0,1
45512,Myntra,Withdrawal,Credit Card,Desktop,Delhi,INR,10,0,1
4364,Flipkart,Purchase,Wallet,Tablet,Hyderabad,INR,18,1,0
32376,Zomato,Transfer,UPI,Mobile,Hyderabad,INR,5,1,1
34461,Swiggy,Purchase,UPI,Mobile,Mumbai,INR,15,1,1
28743,Amazon India,Transfer,Net Banking,Mobile,Delhi,INR,20,1,0
11167,Swiggy,Withdrawal,Net Banking,Desktop,Delhi,INR,1,0,0
17562,Amazon India,Deposit,Wallet,Desktop,Mumbai,INR,3,1,1
14891,Amazon India,Purchase,Debit Card,Desktop,Bangalore,INR,17,0,0
21253,Zomato,Deposit,UPI,Tablet,Chennai,INR,2,1,1
48122,Flipkart,Withdrawal,Net Banking,Mobile,Chennai,INR,19,0,0
10544,Myntra,Transfer,Debit Card,Tablet,Delhi,INR,10,0,0
8282,Swiggy,Deposit,Wallet,Tablet,Bangalore,INR,3,1,0
36525,Reliance Digital,Transfer,UPI,Tablet,Mumbai,INR,13,1,1
28592,Zomato,Deposit,Debit Card,Desktop,Chennai,INR,18,0,0
25542,Reliance Digital,Transfer,Wallet,Tablet,Hyderabad,INR,12,0,0
9189,Myntra,Withdrawal,Net Banking,Desktop,Hyderabad,INR,7,0,0
24704,Myntra,Deposit,Wallet,Desktop,Mumbai,INR,17,1,0
47214,Swiggy,Transfer,UPI,Mobile,Hyderabad,INR,10,1,1
23738,Reliance Digital,Deposit,UPI,Desktop,Chennai,INR,2,0,0
17617,Swiggy,Deposit,Credit Card,Desktop,Bangalore,INR,8,1,0
13937,Amazon India,Transfer,Debit Card,Desktop,Mumbai,INR,17,1,1
42899,Myntra,Transfer,Debit Card,Desktop,Hyderabad,INR,15,1,1
48378,Myntra,Deposit,Credit Card,Desktop,Bangalore,INR,18,0,1
34738,Zomato,Deposit,Net Banking,Desktop,Mumbai,INR,17,1,0
13551,Myntra,Transfer,UPI,Tablet,Delhi,INR,13,0,0
24890,Myntra,Deposit,Wallet,Desktop,Chennai,INR,21,0,0
21250,Reliance Digital,Transfer,Credit Card,Desktop,Bangalore,INR,2,0,1
19031,Flipkart,Withdrawal,Net Banking,Tablet,Chennai,INR,4,0,0
13601,Amazon India,Deposit,UPI,Mobile,Hyderabad,INR,12,0,0
42165,Swiggy,Transfer,Debit Card,Tablet,Mumbai,INR,19,0,1
22311,Swiggy,Deposit,Debit Card,Desktop,Bangalore,INR,22,0,0
36135,Flipkart,Deposit,Net Banking,Desktop,Delhi,INR,7,1,1
31546,Swiggy,Deposit,Net Banking,Mobile,Delhi,INR,2,0,1
23744,Myntra,Purchase,Wallet,Mobile,Mumbai,INR,10,0,0
24812,Swiggy,Transfer,Net Banking,Tablet,Chennai,INR,20,1,0
31067,Amazon India,Deposit,Wallet,Desktop,Hyderabad,INR,18,0,0
43999,Amazon India,Withdrawal,Wallet,Tablet,Bangalore,INR,22,0,0
31052,Myntra,Deposit,UPI,Mobile,Delhi,INR,10,1,0
25239,Flipkart,Deposit,UPI,Tablet,Hyderabad,INR,11,1,0
11502,Swiggy,Transfer,Net Banking,Tablet,Bangalore,INR,13,0,0
3706,Swiggy,Withdrawal,UPI,Tablet,Delhi,INR,21,0,0
31179,Flipkart,Transfer,Debit Card,Tablet,Mumbai,INR,15,1,1
35180,Flipkart,Purchase,Wallet,Mobile,Hyderabad,INR,20,0,0
45147,Myntra,Transfer,UPI,Mobile,Chennai,INR,21,1,1
44451,Myntra,Deposit,UPI,Desktop,Bangalore,INR,13,0,1
20092,Swiggy,Purchase,Net Banking,Desktop,Hyderabad,INR,0,0,1
14684,Swiggy,Withdrawal,Debit Card,Desktop,Hyderabad,INR,20,0,0
4175,Swiggy,Transfer,Wallet,Desktop,Chennai,INR,8,1,0
800,Amazon India,Deposit,Credit Card,Mobile,Chennai,INR,13,0,0
24365,Flipkart,Withdrawal,Credit Card,Desktop,Chennai,INR,9,1,0
32713,Zomato,Transfer,Debit Card,Mobile,Hyderabad,INR,19,0,1
35627,Myntra,Deposit,UPI,Desktop,Hyderabad,INR,17,1,1
6462,Myntra,Withdrawal,Net Banking,Mobile,Delhi,INR,19,1,0
38363,Reliance Digital,Withdrawal,Credit Card,Mobile,Bangalore,INR,6,0,1
36704,Flipkart,Transfer,Credit Card,Desktop,Bangalore,INR,17,1,1
34947,Flipkart,Transfer,Credit Card,Mobile,Hyderabad,INR,10,1,1
5369,Swiggy,Withdrawal,Wallet,Desktop,Mumbai,INR,16,0,0
32615,Myntra,Transfer,Net Banking,Desktop,Delhi,INR,16,1,1
40064,Flipkart,Deposit,Wallet,Mobile,Mumbai,INR,7,1,1
42494,Reliance Digital,Purchase,Debit Card,Mobile,Chennai,INR,16,0,0
33447,Swiggy,Withdrawal,Wallet,Tablet,Hyderabad,INR,13,0,0
18052,Flipkart,Deposit,Debit Card,Tablet,Mumbai,INR,6,1,0
33151,Reliance Digital,Purchase,Debit Card,Desktop,Mumbai,INR,12,1,1
47072,Zomato,Purchase,Net Banking,Mobile,Bangalore,INR,22,1,0
28551,Myntra,Withdrawal,Wallet,Desktop,Mumbai,INR,12,1,0
3891,Swiggy,Transfer,Net Banking,Tablet,Hyderabad,INR,4,0,0
30791,Flipkart,Withdrawal,Credit Card,Mobile,Mumbai,INR,8,0,0
41470,Amazon India,Transfer,Debit Card,Mobile,Delhi,INR,20,0,1
14470,Swiggy,Purchase,Debit Card,Mobile,Chennai,INR,16,0,0
47497,Myntra,Purchase,Net Banking,Tablet,Bangalore,INR,13,0,0
33552,Amazon India,Deposit,Debit Card,Tablet,Chennai,INR,4,0,1
33417,Amazon India,Purchase,UPI,Tablet,Bangalore,INR,9,1,1
20621,Myntra,Withdrawal,Net Banking,Mobile,Bangalore,INR,17,0,0
3180,Zomato,Deposit,Debit Card,Mobile,Bangalore,INR,9,1,0
11333,Myntra,Withdrawal,UPI,Desktop,Bangalore,INR,23,1,0
27749,Zomato,Deposit,Debit Card,Desktop,Hyderabad,INR,13,1,0
27297,Flipkart,Deposit,Net Banking,Desktop,Bangalore,INR,6,1,0
7505,Reliance Digital,Withdrawal,UPI,Desktop,Delhi,INR,3,0,0
22143,Myntra,Withdrawal,Credit Card,Tablet,Delhi,INR,16,1,0
29348,Reliance Digital,Withdrawal,Debit Card,Mobile,Hyderabad,INR,20,1,0
15382,Flipkart,Purchase,Wallet,Tablet,Bangalore,INR,18,1,0
3585,Flipkart,Deposit,Net Banking,Mobile,Bangalore,INR,8,1,0
3979,Amazon India,Transfer,Net Banking,Tablet,Hyderabad,INR,7,0,0
25792,Myntra,Purchase,Wallet,Mobile,Mumbai,INR,1,0,0
35073,Reliance Digital,Deposit,UPI,Desktop,Bangalore,INR,14,1,1
10471,Reliance Digital,Deposit,Credit Card,Desktop,Hyderabad,INR,1,0,0
33043,Flipkart,Purchase,Wallet,Mobile,Delhi,INR,16,1,0
10395,Myntra,Deposit,Credit Card,Mobile,Chennai,INR,13,1,0
30342,Swiggy,Transfer,Wallet,Mobile,Delhi,INR,1,0,1
29355,Amazon India,Deposit,Net Banking,Tablet,Chennai,INR,22,1,0
11723,Zomato,Deposit,Net Banking,Mobile,Hyderabad,INR,15,0,0
20694,Reliance Digital,Purchase,Net Banking,Mobile,Mumbai,INR,16,0,0
26116,Swiggy,Deposit,Credit Card,Desktop,Hyderabad,INR,10,0,0
18751,Amazon India,Purchase,Wallet,Tablet,Delhi,INR,5,0,0
42367,Swiggy,Purchase,Credit Card,Mobile,Bangalore,INR,4,1,1
17371,Zomato,Deposit,UPI,Tablet,Bangalore,INR,13,0,0
15564,Amazon India,Withdrawal,Debit Card,Tablet,Delhi,INR,13,1,0
44255,Reliance Digital,Purchase,Credit Card,Tablet,Hyderabad,INR,1,1,1
197,Myntra,Transfer,Debit Card,Desktop,Mumbai,INR,0,1,0
48957,Myntra,Transfer,Net Banking,Desktop,Mumbai,INR,1,1,1
20725,Zomato,Deposit,Net Banking,Mobile,Hyderabad,INR,2,0,0
37828,Zomato,Transfer,Credit Card,Tablet,Hyderabad,INR,4,1,1
35782,Zomato,Deposit,UPI,Tablet,Bangalore,INR,16,1,1
4407,Reliance Digital,Purchase,UPI,Tablet,Delhi,INR,10,1,0
41806,Flipkart,Transfer,Net Banking,Desktop,Bangalore,INR,19,0,1
27177,Swiggy,Transfer,Credit Card,Mobile,Chennai,INR,9,1,1
13948,Reliance Digital,Withdrawal,Wallet,Desktop,Delhi,INR,2,1,1
6609,Myntra,Withdrawal,Wallet,Tablet,Chennai,INR,16,0,0
22732,Zomato,Transfer,Net Banking,Tablet,Bangalore,INR,5,0,0
38872,Amazon India,Purchase,Credit Card,Tablet,Mumbai,INR,3,1,1
39445,Reliance Digital,Transfer,Debit Card,Tablet,Mumbai,INR,2,1,1
7955,Zomato,Transfer,Debit Card,Desktop,Chennai,INR,8,1,1
4856,Myntra,Deposit,Wallet,Desktop,Bangalore,INR,17,1,0
48568,Flipkart,Withdrawal,Net Banking,Desktop,Chennai,INR,0,1,1
34452,Swiggy,Deposit,Debit Card,Desktop,Hyderabad,INR,3,0,1
8248,Zomato,Withdrawal,Credit Card,Desktop,Chennai,INR,18,1,0
17284,Flipkart,Transfer,UPI,Tablet,Hyderabad,INR,21,1,1
19794,Swiggy,Withdrawal,Wallet,Mobile,Hyderabad,INR,21,1,0
587,Flipkart,Deposit,Wallet,Tablet,Mumbai,INR,10,0,0
13745,Reliance Digital,Withdrawal,UPI,Mobile,Mumbai,INR,4,0,0
19843,Flipkart,Purchase,Debit Card,Desktop,Hyderabad,INR,8,0,0
34922,Zomato,Deposit,Net Banking,Mobile,Bangalore,INR,6,1,0
23049,Myntra,Withdrawal,UPI,Mobile,Delhi,INR,5,1,0
16912,Myntra,Withdrawal,Debit Card,Desktop,Delhi,INR,10,0,0
14016,Zomato,Deposit,UPI,Tablet,Hyderabad,INR,10,1,0
802,Flipkart,Withdrawal,Debit Card,Mobile,Mumbai,INR,20,1,0
36288,Flipkart,Transfer,Wallet,Desktop,Bangalore,INR,15,0,1
26006,Reliance Digital,Deposit,Wallet,Tablet,Mumbai,INR,14,1,0
48080,Amazon India,Transfer,Net Banking,Mobile,Bangalore,INR,3,1,1
36899,Myntra,Deposit,UPI,Tablet,Hyderabad,INR,13,0,0
36629,Amazon India,Transfer,Wallet,Desktop,Bangalore,INR,18,1,1
42408,Reliance Digital,Withdrawal,Credit Card,Tablet,Bangalore,INR,7,1,0
40683,Reliance Digital,Deposit,UPI,Tablet,Hyderabad,INR,21,0,0
25476,Swiggy,Withdrawal,UPI,Desktop,Mumbai,INR,19,0,0
5345,Swiggy,Transfer,Credit Card,Desktop,Chennai,INR,20,0,0
41460,Amazon India,Withdrawal,Wallet,Mobile,Chennai,INR,15,1,0
27265,Flipkart,Deposit,Debit Card,Mobile,Delhi,INR,8,1,0
13065,Flipkart,Withdrawal,Net Banking,Mobile,Chennai,INR,1,0,0
44067,Reliance Digital,Purchase,Credit Card,Desktop,Delhi,INR,9,0,0
27358,Zomato,Purchase,Credit Card,Tablet,Chennai,INR,9,1,0
29475,Swiggy,Deposit,Debit Card,Desktop,Delhi,INR,11,1,0
25464,Zomato,Withdrawal,Net Banking,Desktop,Chennai,INR,19,0,0
22846,Reliance Digital,Transfer,Net Banking,Mobile,Mumbai,INR,5,1,0
11890,Zomato,Transfer,UPI,Mobile,Delhi,INR,1,1,1
40026,Flipkart,Transfer,UPI,Mobile,Delhi,INR,18,0,1
7385,Swiggy,Withdrawal,Net Banking,Desktop,Chennai,INR,11,0,0
3573,Swiggy,Transfer,Wallet,Desktop,Bangalore,INR,9,0,0
17823,Reliance Digital,Purchase,Net Banking,Desktop,Mumbai,INR,18,1,0
38955,Swiggy,Withdrawal,Wallet,Mobile,Mumbai,INR,18,0,0
10361,Zomato,Withdrawal,Wallet,Desktop,Chennai,INR,3,1,0
13421,Reliance Digital,Deposit,Net Banking,Desktop,Bangalore,INR,20,1,0
46045,Myntra,Transfer,UPI,Mobile,Bangalore,INR,0,1,1
22600,Flipkart,Purchase,Debit Card,Desktop,Delhi,INR,13,1,0
13939,Reliance Digital,Transfer,Wallet,Tablet,Bangalore,INR,6,0,0
40931,Zomato,Transfer,UPI,Mobile,Chennai,INR,14,0,1
26131,Zomato,Purchase,Net Banking,Tablet,Bangalore,INR,20,0,0
3765,Flipkart,Transfer,Debit Card,Desktop,Hyderabad,INR,6,1,0
4211,Reliance Digital,Transfer,Debit Card,Mobile,Bangalore,INR,11,0,0
5395,Myntra,Transfer,Debit Card,Mobile,Bangalore,INR,11,1,0
37029,Myntra,Deposit,Net Banking,Tablet,Mumbai,INR,4,1,1
38624,Flipkart,Transfer,UPI,Desktop,Hyderabad,INR,8,1,1
30478,Flipkart,Deposit,Debit Card,Tablet,Delhi,INR,1,0,1
36022,Amazon India,Purchase,Debit Card,Desktop,Mumbai,INR,7,0,1
41310,Flipkart,Transfer,Debit Card,Desktop,Delhi,INR,7,1,1
26821,Zomato,Transfer,UPI,Desktop,Mumbai,INR,4,1,1
42451,Zomato,Transfer,Credit Card,Mobile,Delhi,INR,2,0,1
9930,Zomato,Deposit,Wallet,Mobile,Delhi,INR,21,1,0
32924,Myntra,Purchase,UPI,Desktop,Chennai,INR,11,1,0
11432,Flipkart,Withdrawal,Debit Card,Desktop,Chennai,INR,13,0,0
12643,Myntra,Withdrawal,Net Banking,Mobile,Mumbai,INR,2,0,0
12950,Reliance Digital,Withdrawal,Credit Card,Desktop,Delhi,INR,23,1,0
1391,Zomato,Deposit,Wallet,Mobile,Hyderabad,INR,12,1,0
3113,Zomato,Purchase,Wallet,Desktop,Bangalore,INR,23,0,0
21097,Reliance Digital,Purchase,Wallet,Mobile,Delhi,INR,22,1,0
24296,Amazon India,Purchase,Wallet,Mobile,Mumbai,INR,18,0,0
1961,Swiggy,Deposit,Wallet,Desktop,Delhi,INR,20,1,0
35345,Reliance Digital,Withdrawal,Credit Card,Mobile,Hyderabad,INR,14,1,1
21294,Amazon India,Purchase,Credit Card,Tablet,Bangalore,INR,2,0,0
46220,Amazon India,Transfer,Credit Card,Tablet,Mumbai,INR,5,0,1
42210,Flipkart,Deposit,UPI,Desktop,Hyderabad,INR,15,0,0
11522,Amazon India,Transfer,Debit Card,Desktop,Delhi,INR,15,0,0
9463,Myntra,Withdrawal,Net Banking,Mobile,Mumbai,INR,22,1,0
14731,Amazon India,Purchase,UPI,Desktop,Delhi,INR,16,0,0
40855,Reliance Digital,Transfer,Credit Card,Mobile,Chennai,INR,5,0,1
37521,Amazon India,Purchase,Debit Card,Desktop,Bangalore,INR,9,0,0
23155,Myntra,Transfer,Wallet,Mobile,Chennai,INR,6,0,0
46542,Reliance Digital,Transfer,Net Banking,Desktop,Mumbai,INR,21,1,1
39137,Amazon India,Withdrawal,Net Banking,Desktop,Chennai,INR,8,0,1
29742,Myntra,Purchase,UPI,Desktop,Chennai,INR,23,1,0
4199,Flipkart,Withdrawal,Wallet,Desktop,Chennai,INR,0,1,0
40082,Flipkart,Transfer,Debit Card,Mobile,Chennai,INR,6,0,1
29684,Reliance Digital,Withdrawal,Net Banking,Desktop,Delhi,INR,9,1,0
22803,Reliance Digital,Withdrawal,UPI,Mobile,Hyderabad,INR,4,1,0
17339,Amazon India,Transfer,UPI,Mobile,Bangalore,INR,5,0,0
46356,Swiggy,Deposit,Credit Card,Desktop,Bangalore,INR,16,0,0
43816,Reliance Digital,Transfer,Wallet,Desktop,Delhi,INR,18,1,1
48265,Reliance Digital,Purchase,Credit Card,Mobile,Bangalore,INR,5,0,0
20287,Flipkart,Deposit,Credit Card,Tablet,Chennai,INR,10,1,0
26607,Amazon India,Purchase,Net Banking,Desktop,Hyderabad,INR,18,0,0
34391,Swiggy,Transfer,Debit Card,Desktop,Delhi,INR,12,1,1
44371,Amazon India,Deposit,UPI,Desktop,Delhi,INR,16,1,1
47482,Flipkart,Withdrawal,Wallet,Tablet,Mumbai,INR,11,1,1
38035,Reliance Digital,Deposit,Debit Card,Desktop,Mumbai,INR,6,1,1
7587,Amazon India,Withdrawal,Wallet,Mobile,Mumbai,INR,1,0,0
25171,Swiggy,Withdrawal,UPI,Tablet,Hyderabad,INR,5,1,0
29170,Reliance Digital,Transfer,Debit Card,Desktop,Delhi,INR,4,1,1
32615,Swiggy,Withdrawal,UPI,Mobile,Hyderabad,INR,13,1,0
18239,Swiggy,Withdrawal,UPI,Tablet,Mumbai,INR,7,0,0
13294,Amazon India,Deposit,Credit Card,Desktop,Mumbai,INR,19,1,0
3011,Myntra,Purchase,Credit Card,Tablet,Hyderabad,INR,15,0,0
20364,Reliance Digital,Withdrawal,UPI,Desktop,Bangalore,INR,17,0,0
10353,Reliance Digital,Withdrawal,Wallet,Desktop,Delhi,INR,6,0,0
26110,Amazon India,Withdrawal,UPI,Tablet,Mumbai,INR,19,1,0
46174,Amazon India,Withdrawal,Wallet,Mobile,Hyderabad,INR,22,0,1
3266,Zomato,Transfer,Debit Card,Mobile,Bangalore,INR,15,0,0
48573,Reliance Digital,Deposit,Credit Card,Desktop,Mumbai,INR,13,1,1
23720,Zomato,Withdrawal,Debit Card,Desktop,Bangalore,INR,14,1,0
27334,Myntra,Transfer,Credit Card,Mobile,Bangalore,INR,11,0,1
15065,Zomato,Purchase,UPI,Tablet,Bangalore,INR,15,0,0
41470,Flipkart,Deposit,Credit Card,Tablet,Delhi,INR,7,0,0
48352,Amazon India,Deposit,Debit Card,Mobile,Mumbai,INR,10,1,0
49538,Swiggy,Transfer,UPI,Mobile,Bangalore,INR,13,1,1
45305,Zomato,Transfer,UPI,Desktop,Bangalore,INR,2,1,1
19327,Flipkart,Purchase,Debit Card,Desktop,Mumbai,INR,1,1,1
13249,Flipkart,Transfer,Debit Card,Desktop,Hyderabad,INR,17,1,1
7740,Flipkart,Withdrawal,Net Banking,Mobile,Delhi,INR,2,0,0
12321,Amazon India,Purchase,Wallet,Desktop,Delhi,INR,7,1,0
9260,Zomato,Transfer,Net Banking,Desktop,Hyderabad,INR,20,1,0
32051,Flipkart,Transfer,Wallet,Tablet,Bangalore,INR,22,1,1
15177,Amazon India,Withdrawal,Wallet,Mobile,Delhi,INR,13,0,0
1647,Amazon India,Purchase,Net Banking,Tablet,Chennai,INR,22,1,0
16510,Amazon India,Deposit,Debit Card,Tablet,Delhi,INR,8,0,0
11005,Flipkart,Transfer,Credit Card,Mobile,Delhi,INR,20,0,1
33548,Zomato,Deposit,Credit Card,Desktop,Delhi,INR,20,0,1
24715,Myntra,Withdrawal,Credit Card,Mobile,Delhi,INR,23,0,0
6168,Flipkart,Purchase,Wallet,Tablet,Delhi,INR,5,1,0
19436,Myntra,Deposit,Wallet,Mobile,Hyderabad,INR,1,1,0
22394,Myntra,Purchase,Net Banking,Desktop,Mumbai,INR,18,1,0
12203,Myntra,Purchase,Credit Card,Mobile,Chennai,INR,2,0,0
25478,Myntra,Withdrawal,Net Banking,Mobile,Delhi,INR,7,1,0
32382,Amazon India,Transfer,Credit Card,Tablet,Delhi,INR,9,1,1
25807,Reliance Digital,Transfer,Credit Card,Desktop,Delhi,INR,4,1,1
4059,Swiggy,Withdrawal,Net Banking,Desktop,Delhi,INR,3,0,0
8703,Zomato,Withdrawal,Credit Card,Mobile,Mumbai,INR,23,1,0
17367,Myntra,Purchase,Credit Card,Desktop,Hyderabad,INR,10,0,0
832,Myntra,Purchase,Credit Card,Mobile,Mumbai,INR,12,1,0
4519,Reliance Digital,Withdrawal,UPI,Tablet,Hyderabad,INR,23,0,0
25412,Zomato,Deposit,Net Banking,Desktop,Chennai,INR,8,0,0
7337,Reliance Digital,Transfer,Wallet,Desktop,Delhi,INR,11,0,1
15892,Myntra,Withdrawal,Net Banking,Desktop,Mumbai,INR,5,0,0
37772,Zomato,Withdrawal,Credit Card,Desktop,Mumbai,INR,16,0,0
11470,Swiggy,Purchase,Debit Card,Desktop,Delhi,INR,13,0,0
26564,Swiggy,Transfer,Credit Card,Tablet,Chennai,INR,11,1,1
37056,Myntra,Purchase,Wallet,Tablet,Chennai,INR,4,1,1
49188,Amazon India,Deposit,Debit Card,Desktop,Chennai,INR,4,0,1
6317,Myntra,Withdrawal,Credit Card,Tablet,Mumbai,INR,15,0,0
18975,Zomato,Purchase,Net Banking,Mobile,Chennai,INR,10,0,0
21433,Amazon India,Transfer,Credit Card,Mobile,Hyderabad,INR,8,1,0
